,NumCommune,CommuneAr,Fax,CommuneFr,Willaya
322,1043,تاوريرت,"
 (026) 95 - 83 - 32

",TAOURIRT,البويرة
323,1044,المقراني,"
 (026) 98 - 92 - 35

",EL-MOKRANI,البويرة
324,1045,وادي البردي,"
 (026) 91 - 31 - 10

",OUED EL BERDI,البويرة
325,1101,تامنغست,"
 (029) 31 - 29 - 99

",TAMANRASSET,تمنراست
326,1102,آبلسّا,"
 (029) 34 - 40 - 90

",ABALESSA,تمنراست
327,1105,أدلس,"
 (029) 35 - 44 - 93

",IDLES,تمنراست
328,1106,تازروك,"
 (029) 35 - 24 - 49

",TAZROUK,تمنراست
329,1109,عين امقل,"
 (029) 36 - 13 - 27

",AIN AMGUEL,تمنراست
330,1201,تبسة,"
 (037) 48 - 58 - 09

",TEBESSA,تبسة
331,1202,بئر العاتر,"
 (037) 64 - 92 - 00

",BIR-EL-ATER,تبسة
332,1203,الشريعة,"
 (037) 42 - 20 - 63

",CHERIA,تبسة
333,1204,سطح قنطيس,"
 (037) 48 - 17 - 52

",STAH GUENTIS,تبسة
334,1205,العوينات,"
 (037) 45 - 37 - 62

",EL-AOUINET,تبسة
335,1206,الحويجبات,"
 (037) 40 - 01 - 87

",EL-HOUIDJBET,تبسة
336,1207,صفصاف الوسرة,"
 (037) 44 - 42 - 08

",SAF SAF EL OUESRA,تبسة
337,1208,الحمامات,"
 (037) 40 - 10 - 35

",HAMMAMET,تبسة
338,1209,نقرين,"
 (037) 44 - 23 - 48

",NEGRINE,تبسة
339,1210,بئر المقدم,"
 (037) 42 - 83 - 80

",BIR MOKKADEM,تبسة
340,1211,الكويف,"
 (037) 40 - 34 - 37

",EL KOUIF,تبسة
341,1212,مرسط,"
 (037) 40 - 75 - 34

",MORSSOT,تبسة
342,1213,العقلة,"
 (037) 42 - 04 - 87

",EL OGLA,تبسة
343,1214,بئر الذهب,"
 (037) 41 - 21 - 99

",BIR DHEHEB,تبسة
344,1215,العقلة المالحة,"
 (037) 48 - 22 - 55

",EL OGLA EL MALHA,تبسة
345,1216,قوريقر,"
 (037) 43 - 01 - 44

",GUORRIGUER,تبسة
346,1217,بكارية,"
 (037) 40 - 84 - 45

",BEKKARIA,تبسة
347,1218,بوخضرة,"
 (037) 45 - 71 - 06

",BOUKHADRA,تبسة
348,1219,الونزة,"
 (037) 67 - 80 - 10

",OUENZA,تبسة
349,1220,الماء الابيض,"
 (037) 40 - 52 - 10

",EL MALABIOD,تبسة
350,1221,أم علي,"
 (037) 44 - 01 - 47

",OUM ALI,تبسة
351,1222,ثليجان,"
 (037) 42 - 72 - 03

",TELIDJEN,تبسة
352,1223,عين الزرقاء,"
 (037) 46 - 34 - 12

",AIN ZERGA,تبسة
353,1224,المريج,"
 (037) 45 - 01 - 45

",EL MERIDJ,تبسة
354,1225,بولحاف الدين,"
 (037) 41 - 81 - 34

",BOULHAF DYR,تبسة
355,1226,بجن,"
 (037) 43 - 21 - 86

",BEDJENE,تبسة
356,1227,المزرعة,"
 (037) 43 - 51 - 80

",EL MEZERAA,تبسة
357,1228,فركان,"
 (037) 44 - 11 - 33

",FERKANE,تبسة
358,1301,تلمسان,"
 (043) 20 - 26 - 82

",TLEMCEN,تلمسان
359,1302,بني مستر,"
 (043) 28 - 06 - 67

",BENI MESTER,تلمسان
360,1303,عين تالوت,"
 (043) 28 - 44 - 96

",AIN TALLOUT,تلمسان
361,1304,الرمشي,"
 (043) 24 - 01 - 71

",REMCHI,تلمسان
362,1305,الفحول,"
 (043) 23 - 12 - 12

",EL FEHOUL,تلمسان
363,1306,صبرة,"
 (043) 33 - 20 - 20

",SABRA,تلمسان
364,1307,الغزوات,"
 (043) 46 - 70 - 20

",GHAZAOUET,تلمسان
365,1308,السواني,"
 (043) 30 - 81 - 01

",SOUANI,تلمسان
366,1309,جبالة,"
 (043) 35 - 21 - 06

",DJEBALA,تلمسان
367,1310,القور,"
 (043) 37 - 91 - 80

",EL GOR,تلمسان
368,1311,وادي الشولي,"
 غير متاح

",OUED CHOULY,تلمسان
369,1312,عين فزة,"
 (043) 28 - 16 - 40

",AIN FEZZA,تلمسان
370,1313,أولاد ميمون,"
 (043) 36 - 14 - 02

",OULED MIMOUN,تلمسان
371,1314,عمير,"
 (043) 25 - 72 - 62

",AMIEUR,تلمسان
372,1315,عين يوسف,"
 (043) 24 - 11 - 07

",AIN YOUCEF,تلمسان
373,1316,زناتة,"
 (043) 24 - 64 - 09

",ZENATA,تلمسان
374,1317,بني سنوس,"
 (043) 34 - 03 - 01

",BENI SNOUS,تلمسان
375,1318,باب العسة,"
 (043) 31 - 11 - 92

",BAB EL ASSA,تلمسان
376,1319,دار يغمراسن,"
 (043) 46 - 36 - 79

",DAR YAGHMOURACENE,تلمسان
377,1320,فلاوسن,"
 (043) 25 - 65 - 23

",FELLAOUCENE,تلمسان
378,1321,العزايل,"
 (043) 37 - 61 - 07

",AZAILS,تلمسان
379,1322,السبعة شيوخ,"
 (043) 23 - 31 - 44

",SEBBAA CHIOUKH,تلمسان
380,1323,تيرني بني هديل,"
 (043) 37 - 51 - 12

",TERNY BENI HEDIEL,تلمسان
381,1324,إبن سكران,"
 (043) 38 - 70 - 78

",BENSEKRANE,تلمسان
382,1325,عين نحالة,"
 (043) 22 - 41 - 97

",AIN NEHALA,تلمسان
383,1326,الحناية,"
 (043) 27 - 90 - 99

",HENNAYA,تلمسان
384,1327,مغنية,"
 (043) 39 - 81 - 92

",MAGHNIA,تلمسان
385,1328,حمام بوغرارة,"
 (043) 30 - 14 - 17

",HAMMAM BOUGHRARA,تلمسان
386,1329,السواحلية,"
 (043) 47 - 90 - 47

",SOUAHLIA,تلمسان
387,1330,مسيردة الفواقة,"
 (043) 39 - 31 - 52

",MSIRDA FOUAGA,تلمسان
388,1331,عين فتاح,"
 (043) 33 - 82 - 07

",AIN FETTAH,تلمسان
389,1332,العريشة,"
 (043) 37 - 03 - 66

",EL ARICHA,تلمسان
390,1333,سوق الثلاثاء,"
 (043) 39 - 41 - 31

",SOUK TLETA,تلمسان
391,1334,سيدي عبد اللي,"
 (043) 25 - 51 - 69

",SIDI ABDELLI,تلمسان
392,1335,سبدو,"
 (043) 34 - 58 - 35

",SEBDOU,تلمسان
393,1336,بني وارسوس,"
 (043) 23 - 07 - 63

",BENI OUARSOUS,تلمسان
394,1337,سيدي مجاهد,"
 (043) 33 - 33 - 35

",SIDI MEDJAHED,تلمسان
395,1338,بني بوسعيد,"
 (043) 30 - 01 - 59

",BENI BOUSSAID,تلمسان
396,1339,مرسى بن مهيدي,"
 (043) 31 - 02 - 01

",MARSA BEN M'HIDI,تلمسان
397,1340,ندرومة,"
 (043) 35 - 77 - 76

",NEDROMA,تلمسان
398,1341,سيدي الجيلالي,"
 (043) 34 - 23 - 51

",SIDI DJILALI,تلمسان
399,1342,بني بهدل,"
 (043) 37 - 21 - 43

",BENI BAHDEL,تلمسان
400,1343,البويهي,"
 (043) 37 - 31 - 02

",BOUIHI,تلمسان
401,1344,حنين,"
 (043) 23 - 82 - 03

",HONAINE,تلمسان
402,1345,تيانت,"
 (043) 47 - 36 - 02

",TIANET,تلمسان
403,1346,أولاد رياح,"
 (043) 24 - 41 - 06

",OULED RIYAH,تلمسان
404,1347,بوحلو,"
 (043) 33 - 64 - 12

",BOUHLOU,تلمسان
405,1348,بني راشد,"
 غير متاح

",BENI KHALED,تلمسان
406,1349,عين الغرابة,"
 (043) 37 - 81 - 02

",AIN GHORABA,تلمسان
407,1350,شتوان,"
 (043) 40 - 65 - 82

",CHETOUANE,تلمسان
408,1351,منصورة,"
 (043) 21 - 41 - 10

",MANSOURAH,تلمسان
409,1352,بني صميل,"
 غير متاح

",BENI SMIEL,تلمسان
410,1353,العين الكبيرة,"
 (043) 35 - 01 - 18

",AIN KEBIRA,تلمسان
411,1401,تيارت,"
 (046) 41 - 56 - 68

",TIARET,تيارت
412,1402,مدروسة,"
 (046) 40 - 52 - 13

",MEDROUSSA,تيارت
413,1403,عين بوشقيق,"
 (046) 44 - 08 - 98

",AIN BOUCHEKIF,تيارت
414,1404,سيدي علي ملال,"
 (046) 44 - 51 - 12

",SIDI ALI MELLAL,تيارت
415,1405,عين زاريت,"
 (046) 38 - 01 - 38

",AIN ZARIT,تيارت
416,1406,عين الذهب,"
 (046) 43 - 10 - 24

",AIN DEHEB,تيارت
417,1407,سيدي بختي,"
 (046) 39 - 52 - 64

",SIDI BAKHTI,تيارت
418,1408,مديرسة,"
 (046) 40 - 22 - 23

",MEDRISSA,تيارت
419,1409,زاملة  الأمير عبد القادر,"
 (046) 46 - 63 - 67

",ZMALET EL EMIR ABDELKADE,تيارت
420,1410,مادنة,"
 (046) 39 - 61 - 03

",MADNA,تيارت
421,1411,السبت,"
 (046) 34 - 81 - 23

",SEBT,تيارت
422,1412,كلاكو,"
 (046) 42 - 01 - 48

",MELLAKOU,تيارت
423,1413,دحموني,"
 (046) 44 - 60 - 12

",DAHMOUNI,تيارت
424,1414,رحوية,"
 (046) 44 - 85 - 43

",RAHOUIA,تيارت
425,1415,مهدية,"
 (046) 46 - 38 - 52

",MAHDIA,تيارت
426,1416,السوقر,"
 (046) 43 - 74 - 79

",SOUGUEUR,تيارت
427,1417,سي عبد الغني,"
 (046) 33 - 01 - 04

",SI ABDELGHANI,تيارت
428,1418,عين الحديد,"
 (046) 39 - 02 - 27

",AIN EL HADID,تيارت
429,1419,جبيلة الرصفاء,"
 (046) 39 - 31 - 92

",DJEBILET ROSFA,تيارت
430,1420,النعيمة,"
 (046) 33 - 41 - 53

",NAIMA,تيارت
431,1421,مغيلة,"
 (046) 34 - 41 - 80

",MEGHILA,تيارت
432,1422,قرطوفة,"
 (046) 45 - 72 - 27

",GUERTOUFA,تيارت
433,1423,سيدي الحسني,"
 (046) 34 - 52 - 77

",SIDI HOSNI,تيارت
434,1424,جيلالي بن عمار,"
 (046) 44 - 13 - 72

",DJILLALI BEN AMAR,تيارت
435,1425,سبعين,"
 (046) 37 - 52 - 26

",SEBAINE,تيارت
436,1426,توسنينة,"
 (046) 33 - 11 - 33

",TOUSNINA,تيارت
437,1427,فرندة,"
 (046) 40 - 61 - 77

",FRENDA,تيارت
438,1428,عين كرمس,"
 (046) 40 - 09 - 02

",AIN KERMES,تيارت
439,1429,قصر الشلالة,"
 (046) 46 - 81 - 42

",KSAR CHELLALA,تيارت
440,1430,الرشايقة,"
 (046) 46 - 02 - 71

",RECHAIGA,تيارت
441,1431,الناظورة,"
 (046) 37 - 61 - 08

",NADORAH,تيارت
442,1432,تاقدمت,"
 (046) 45 - 81 - 08

",TAGDEMT,تيارت
443,1433,وادي ليلي,"
 (046) 44 - 44 - 44

",OUED LILLI,تيارت
444,1434,مشرع الصفا,"
 (046) 44 - 72 - 99

",MECHRAA SAFA,تيارت
445,1435,الحمادية,"
 (046) 46 - 51 - 18

",HAMADIA,تيارت
446,1436,شحيمة,"
 (046) 39 - 81 - 38

",CHEHAIMA,تيارت
447,1437,تخمرت,"
 (046) 40 - 31 - 28

",TAKHEMARET,تيارت
448,1438,سيدي عبد الرحمن,"
 (046) 39 - 21 - 37

",SIDI ABDERRAHMANE,تيارت
449,1439,سرغين,"
 (046) 36 - 01 - 01

",SERGHINE,تيارت
450,1440,بوقرة,"
 غير متاح

",BOUGARA,تيارت
451,1441,الفايجة,"
 (046) 33 - 51 - 08

",FAIDJA,تيارت
452,1442,تيدة,"
 (046) 44 - 31 - 08

",TIDDA,تيارت
453,1501,تيزي وزو,"
 غير متاح

",TIZI-OUZOU,تيزي وزو
454,1502,عين الحمام,"
 غير متاح

",AIN-EL-HAMMAM,تيزي وزو
455,1503,اقبيل,"
 غير متاح

",AKBIL,تيزي وزو
456,1504,فريحة,"
 غير متاح

",FREHA,تيزي وزو
457,1505,الصوامع,"
 غير متاح

",SOUAMAA,تيزي وزو
458,1506,مشطراس,"
 غير متاح

",MECHTRAS,تيزي وزو
459,1507,ارجن,"
 غير متاح

",IRDJEN,تيزي وزو
460,1508,تيميزارت,"
 غير متاح

",TIMIZART,تيزي وزو
461,1509,ماكودة,"
 غير متاح

",MAKOUDA,تيزي وزو
462,1510,ذراع الميزان,"
 غير متاح

",DRAA EL MIZAN,تيزي وزو
463,1511,تيزي غنيف,"
 غير متاح

",TIZI-GHENIF,تيزي وزو
464,1512,بونوح,"
 غير متاح

",BOUNOUH,تيزي وزو
465,1513,أيت شفعة,"
 غير متاح

",AIT-CHAFAA,تيزي وزو
466,1514,فريقات,"
 غير متاح

",FRIKAT,تيزي وزو
467,1515,بني عيسي,"
 غير متاح

",BENI AISSI,تيزي وزو
468,1516,بني زمنزر,"
 غير متاح

",BENI ZMENZER,تيزي وزو
469,1517,ايفرحونن,"
 غير متاح

",IFERHOUNENE,تيزي وزو
470,1518,عزازقة,"
 غير متاح

",AZAZGA,تيزي وزو
471,1519,ايلولة امالو,"
 غير متاح

",ILLOULA OUMALOU,تيزي وزو
472,1520,يعكورن,"
 غير متاح

",YAKOURENE,تيزي وزو
473,1521,الاربعاء نايث ايراثن,"
 غير متاح

",LARBA NATH IRATHEN,تيزي وزو
474,1522,تيزي راشد,"
 غير متاح

",TIZI-RACHED,تيزي وزو
475,1523,زكري,"
 غير متاح

",ZEKRI,تيزي وزو
476,1524,واقنون,"
 غير متاح

",OUAGUENOUNE,تيزي وزو
477,1525,عين الزاوية,"
 غير متاح

",AIN-ZAOUIA,تيزي وزو
478,1526,مكيرة,"
 غير متاح

",M'KIRA,تيزي وزو
479,1527,أيت يحي,"
 غير متاح

",AIT-YAHIA,تيزي وزو
480,1528,أيت محمود,"
 غير متاح

",AIT-MAHMOUD,تيزي وزو
481,1529,المعاتقة,"
 غير متاح

",MAATKAS,تيزي وزو
482,1530,أيت بومهدي,"
 غير متاح

",AIT BOUMEHDI,تيزي وزو
483,1531,أبي يوسف,"
 غير متاح

",ABI YOUCEF,تيزي وزو
484,1532,بني دوالة,"
 غير متاح

",BENI-DOUALA,تيزي وزو
485,1533,اليلتين,"
 غير متاح

",ILLILTEN,تيزي وزو
486,1534,بوزغن,"
 غير متاح

",BOUZEGUENE,تيزي وزو
487,1535,أيت قواشة,"
 غير متاح

",AIT AGGOUACHA,تيزي وزو
488,1536,واضية,"
 غير متاح

",OUADHIAS,تيزي وزو
489,1537,أزفون,"
 غير متاح

",AZEFFOUN,تيزي وزو
490,1538,تقيزريت,"
 غير متاح

",TIGZIRT,تيزي وزو
491,1539,جبل عيسى ميمون,"
 غير متاح

",DJEBEL AISSA MIMOUN,تيزي وزو
492,1540,بوغني,"
 غير متاح

",BOGHNI,تيزي وزو
493,1541,إيفيغاء,"
 غير متاح

",IFIGHA,تيزي وزو
494,1542,أيت  أومالو,"
 غير متاح

",AIT OUMALOU,تيزي وزو
495,1543,تيرمتين,"
 غير متاح

",TIRMITINE,تيزي وزو
496,1544,أقرو,"
 غير متاح

",AKERROU,تيزي وزو
497,1545,ياطفان,"
 (026) 39 - 11 - 38

",YATAFENE,تيزي وزو
498,1546,بني زيكي,"
 غير متاح

",BENI-ZIKKI,تيزي وزو
499,1547,ذراع بن خدة,"
 غير متاح

",DRAA-BEN-KHEDDA,تيزي وزو
500,1548,واسيف,"
 (026) 33 - 01 - 27

",OUACIF,تيزي وزو
501,1549,إجر,"
 غير متاح

",IDJEUR,تيزي وزو
502,1550,مقلة,"
 غير متاح

",MEKLA,تيزي وزو
503,1551,تيزي نثلاثة,"
 غير متاح

",TIZI N'TLETA,تيزي وزو
504,1552,بني يني,"
 غير متاح

",BENI YENNI,تيزي وزو
505,1553,أغريب,"
 غير متاح

",AGHRIBS,تيزي وزو
506,1554,أفليسن,"
 غير متاح

",IFLISSEN,تيزي وزو
507,1555,بوجيمة,"
 غير متاح

",BOUDJIMA,تيزي وزو
508,1556,أيت يحيى,"
 غير متاح

",AIT YAHIA MOUSSA,تيزي وزو
509,1557,سوق الاثنين,"
 غير متاح

",SOUK-EL-THENINE,تيزي وزو
510,1558,أيت خليلي,"
 غير متاح

",AIT KHELLILI,تيزي وزو
511,1559,سيدي نعمان,"
 غير متاح

",SIDI NAAMANE,تيزي وزو
512,1560,أبودرارن,"
 غير متاح

",IBOUDRARENE,تيزي وزو
513,1561,أقني قغران,"
 غير متاح

",AGOUNI-GUEGHRANE,تيزي وزو
514,1562,مزرانة,"
 غير متاح

",MIZRANA,تيزي وزو
515,1563,أمسوحال,"
 غير متاح

",IMSOUHAL,تيزي وزو
516,1564,تادمايت,"
 غير متاح

",TADMAIT,تيزي وزو
517,1565,أيت بوعدو,"
 غير متاح

",AIT BOUADDOU,تيزي وزو
518,1566,أسي يوسف,"
 غير متاح

",ASSI YOUCEF,تيزي وزو
519,1567,أيت تودرت,"
 غير متاح

",AIT TOUDERT,تيزي وزو
520,1601,الجزائر,"
 غير متاح

",ALGER CENTRE,الجزائر
521,1602,سيدي امحمد,"
 (035) 48 - 21 - 34

",SIDI M'HAMED,الجزائر
522,1603,المدنية,"
 غير متاح

",EL MADANIA,الجزائر
523,1604,محمد بلوزداد,"
 غير متاح

",MOHAMED BELOUZDAD,الجزائر
524,1605,باب الوادي,"
 (021) 96 - 74 - 70

",BAB EL OUED,الجزائر
525,1606,بولوغين بن زيري,"
 غير متاح

",BOLOGHINE IBNOU ZIRI,الجزائر
526,1607,القصبة,"
 غير متاح

",CASBAH,الجزائر
527,1608,وادي قريش,"
 غير متاح

",OUED KORICHE,الجزائر
528,1609,بئر مراد رايس,"
 غير متاح

",BIR MOURAD RAIS,الجزائر
529,1610,الابيار,"
 غير متاح

",EL BIAR,الجزائر
530,1611,بوزريعة,"
 غير متاح

",BOUZAREAH,الجزائر
531,1612,بئر خادم,"
 غير متاح

",BIRKHADEM,الجزائر
532,1613,الحراش,"
 غير متاح

",EL HARRACH,الجزائر
533,1614,براقي,"
 غير متاح

",BARAKI,الجزائر
534,1615,وادي السمار,"
 غير متاح

",OUED SMAR,الجزائر
535,1616,بوروبة,"
 غير متاح

",BOUROUBA,الجزائر
536,1617,حسين داي,"
 غير متاح

",HUSSEIN DEY,الجزائر
537,1618,القبة,"
 غير متاح

",KOUBA,الجزائر
538,1619,باش جراح,"
 غير متاح

",BACHEDJERAH,الجزائر
539,1620,الدار البيضاء,"
 غير متاح

",DAR EL BEIDA,الجزائر
540,1621,باب الزوار,"
 غير متاح

",BAB EZZOUAR,الجزائر
541,1622,ابن عكنون,"
 غير متاح

",BEN AKNOUN,الجزائر
542,1623,دالي ابراهيم,"
 غير متاح

",DELY IBRAHIM,الجزائر
543,1624,الحمامات,"
 غير متاح

",BAINS ROMAINS,الجزائر
544,1625,الرايس حميدو,"
 غير متاح

",RAIS HAMIDOU,الجزائر
545,1626,جسر قسنطينة,"
 غير متاح

",DJASR KASENTINA,الجزائر
546,1627,المرادية,"
 غير متاح

",EL MOURADIA,الجزائر
547,1628,حيدرة,"
 غير متاح

",HYDRA,الجزائر
548,1629,المحمدية,"
 غير متاح

",MOHAMMADIA,الجزائر
549,1630,برج الكيفان,"
 (021) 20 - 50 - 26

",BORDJ EL KIFFAN,الجزائر
550,1631,المغارية,"
 غير متاح

",EL MAGHARIA,الجزائر
551,1632,بني مسوس,"
 غير متاح

",BENI MESSOUS,الجزائر
552,1633,الكاليتوس,"
 غير متاح

",LES EUCALYPTUS,الجزائر
553,1634,تسالة المرجة,"
 غير متاح

",TESSALA EL MERDJA,الجزائر
554,1635,اولاد شبل,"
 غير متاح

",OULED CHEBEL,الجزائر
555,1636,بئر توتة,"
 غير متاح

",BIR TOUTA,الجزائر
556,1637,سيدي موسى,"
 (021) 76 - 08 - 25

",SIDI MOUSSA,الجزائر
557,1638,الرويبة,"
 غير متاح

",ROUIBA,الجزائر
558,1639,هراوة,"
 غير متاح

",HERRAOUA,الجزائر
559,1640,رغاية,"
 غير متاح

",REGHAIA,الجزائر
560,1641,عين طاية,"
 غير متاح

",AIN TAYA,الجزائر
561,1642,برج البحري,"
 غير متاح

",BORDJ EL BAHRI,الجزائر
562,1643,المرسى,"
 غير متاح

",EL MERSSA,الجزائر
563,1644,زرالدة,"
 غير متاح

",ZERALDA,الجزائر
564,1645,السحاولة,"
 غير متاح

",SEHAOULA,الجزائر
565,1646,المعالمة,"
 غير متاح

",MAALMA,الجزائر
566,1647,بابا حسن,"
 غير متاح

",BABA HESEN,الجزائر
567,1648,الدويرة,"
 (021) 41 - 72 - 00

",DOUIRA,الجزائر
568,1649,الدرارية,"
 غير متاح

",DRARIA,الجزائر
569,1650,الرحمانية,"
 غير متاح

",RAHMANIA,الجزائر
570,1651,اولاد فايت,"
 غير متاح

",OULED FAYET,الجزائر
571,1652,الشراقة,"
 غير متاح

",CHERAGA,الجزائر
572,1653,سطاوالي,"
 غير متاح

",SETAOUALI,الجزائر
573,1654,العاشور,"
 غير متاح

",EL ACHOUR,الجزائر
574,1655,سويدانية,"
 غير متاح

",SOUIDANIA,الجزائر
575,1656,الخرايسية,"
 غير متاح

",KHERAISIA,الجزائر
576,1657,عين بنيان,"
 غير متاح

",AIN BENIAN,الجزائر
577,1701,الجلفة,"
 (027) 87 - 56 - 60

",DJELFA,الجلفة
578,1702,مجبرة,"
 (027) 88 - 01 - 06

",MOUDJEBARA,الجلفة
579,1703,القديد,"
 (027) 84 - 62 - 79

",EL GUEDID,الجلفة
580,1704,حاسي بحبح,"
 (027) 86 - 40 - 12

",HASSI BAHBAH,الجلفة
581,1705,عين معبد,"
 (027) 86 - 63 - 80

",AIN MAABED,الجلفة
582,1706,سد الرحال,"
 (027) 85 - 22 - 31

",SED RAHAL,الجلفة
583,1707,فيض البطمة,"
 (027) 81 - 52 - 85

",FAIDH EL BOTMA,الجلفة
584,1708,بيرين,"
 (027) 82 - 02 - 04

",BIRINE,الجلفة
585,1709,بويرة الأحدب,"
 (027) 81 - 82 - 51

",BOUIRA LAHDAB,الجلفة
586,1710,زكار,"
 (027) 88 - 61 - 72

",ZACCAR,الجلفة
587,1711,الخميس,"
 (027) 83 - 03 - 52

",EL KHEMIS,الجلفة
588,1712,سيدي بايزيد,"
 (027) 89 - 61 - 80

",SIDI BAIZID,الجلفة
589,1713,مليليحة,"
 (027) 89 - 31 - 33

",M LILIHA,الجلفة
590,1714,الادريسية,"
 (027) 84 - 04 - 02

",EL IDRISSIA,الجلفة
591,1715,دويس,"
 (027) 84 - 81 - 04

",DOUIS,الجلفة
592,1716,حاسي العش,"
 (027) 86 - 63 - 80

",HASSI EL EUCH,الجلفة
593,1717,مسعد,"
 (027) 85 - 78 - 58

",MESSAAD,الجلفة
594,1718,القطارة,"
 (027) 95 - 71 - 04

",GUETTARA,الجلفة
595,1719,سيدي لعجل,"
 (027) 81 - 31 - 32

",SIDI LADJEL,الجلفة
596,1720,حد الصحاري,"
 (027) 81 - 12 - 12

",HAD SAHARY,الجلفة
597,1721,قرنيني,"
 (027) 83 - 21 - 16

",GUERNINI,الجلفة
598,1722,سلمانة,"
 (027) 83 - 51 - 02

",SELMANA,الجلفة
599,1723,عين الشهداء,"
 (027) 84 - 21 - 38

",AIN CHOUHADA,الجلفة
600,1724,أم العظام,"
 (027) 96 - 81 - 74

",OUM LAADHAM,الجلفة
601,1725,دار الشيوخ,"
 (027) 88 - 11 - 10

",DAR CHIOUKH,الجلفة
602,1726,الشارف,"
 (027) 84 - 33 - 53

",CHAREF,الجلفة
603,1727,بني يعقوب,"
 (027) 84 - 52 - 11

",BENYAGOUB,الجلفة
604,1728,زعفران,"
 (027) 86 - 51 - 53

",ZAAFRANE,الجلفة
605,1729,دلدول,"
 (027) 85 - 41 - 01

",DELDOUL,الجلفة
606,1730,عين الإبل,"
 (027) 88 - 32 - 63

",AIN EL IBEL,الجلفة
607,1731,عين وسارة,"
 (027) 82 - 59 - 28

",AIN OUSSERA,الجلفة
608,1732,بنهار,"
 (027) 83 - 32 - 12

",BENHAR,الجلفة
609,1733,حاسي فدول,"
 (027) 85 - 04 - 87

",HASSI FEDOUL,الجلفة
610,1734,عمورة,"
 (027) 83 - 61 - 05

",AMOURAH,الجلفة
611,1735,عين فكة,"
 (027) 81 - 02 - 50

",AIN FEKKA,الجلفة
612,1736,تاعظميت,"
 (027) 88 - 42 - 95

",TADMIT,الجلفة
613,1801,جيجل,"
 (034) 47 - 23 - 23

",JIJEL,جيجل
614,1802,أراقن,"
 (034) 51 - 81 - 80

",ERRAGUENE,جيجل
615,1803,العوانة,"
 (034) 47 - 07 - 81

",EL AOUANA,جيجل
616,1804,زيامة منصورية,"
 (034) 48 - 21 - 80

",ZIAMA MANSOURIA,جيجل
617,1805,الطاهير,"
 (034) 44 - 63 - 05

",TAHER,جيجل
618,1806,الامير عبد القادر,"
 (034) 44 - 11 - 66

",EMIR ABDELKADER,جيجل
619,1807,الشقفة,"
 (034) 45 - 33 - 99

",CHEKFA,جيجل
620,1808,الشحنة,"
 (034) 45 - 11 - 44

",CHAHNA,جيجل
621,1809,الميلية,"
 (034) 42 - 92 - 92

",EL MILIA,جيجل
622,1810,سيدي معروف,"
 (034) 43 - 06 - 34

",SIDI MAROUF,جيجل
623,1811,السطارة,"
 (034) 43 - 35 - 66

",SETTARA,جيجل
624,1812,العنصر,"
 (034) 43 - 23 - 68

",EL ANCER,جيجل
625,1813,سيدي عبد العزيز,"
 (034) 45 - 65 - 90

",SIDI ABDELAZIZ,جيجل
626,1814,قاوس,"
 (034) 49 - 43 - 15

",KOUAS,جيجل
627,1815,غبالة,"
 (034) 41 - 01 - 05

",GHEBALA,جيجل
628,1816,بوراوي بلهادف,"
 (034) 41 - 52 - 32

",BOURAOUI BELHADEF,جيجل
629,1817,جميلة,"
 (034) 49 - 02 - 06

",DJIMLA,جيجل
630,1818,سلمى بن زيادة,"
 (034) 51 - 61 - 20

",SELMA BENZIADA,جيجل
631,1819,بوسيف أولاد عسكري,"
 (034) 41 - 81 - 99

",BOUSSIF OULED ASKEUR,جيجل
632,1820,القنار نوشفي,"
 (034) 45 - 41 - 99

",EL KENNAR NOUCHFI,جيجل
633,1821,أولاد يحيى خدروش,"
 (034) 43 - 91 - 25

",OULED YAHIA KHADROUCH,جيجل
634,1822,بوذريعة بني ياجيس,"
 (034) 51 - 91 - 91

",BOUDRIA BENIYADJIS,جيجل
635,1823,خير وادي عجول,"
 (034) 41 - 91 - 08

",KHIRI OUED ADJOUL,جيجل
636,1824,تاكسنة,"
 (034) 49 - 11 - 33

",TEXENA,جيجل
637,1825,الجمعة بني حبيبي,"
 (034) 41 - 21 - 60

",DJEMAA BENI HABIBI,جيجل
638,1826,برج الطاهر,"
 (034) 45 - 92 - 99

",BORDJ TAHAR,جيجل
639,1827,أولاد رابح,"
 (034) 41 - 61 - 65

",OULED RABAH,جيجل
640,1828,وجانة,"
 (034) 45 - 02 - 03

",OUDJANA,جيجل
641,1901,سطيف,"
 (036) 51 - 25 - 66

",SETIF,سطيف
642,1902,العين الكبيرة,"
 (036) 89 - 42 - 83

",AIN EL KEBIRA,سطيف
643,1903,بني عزيز,"
 (036) 89 - 24 - 96

",BENI-AZIZ,سطيف
644,1904,أولاد سي أحمد,"
 (036) 97 - 71 - 86

",OULED SI AHMED,سطيف
645,1905,بوطالب,"
 (036) 75 - 31 - 75

",BOUTALEB,سطيف
646,1906,عين الروى,"
 (036) 80 - 87 - 53

",AIN-ROUA,سطيف
647,1907,ذراع القبيلة,"
 (036) 79 - 32 - 33

",DRAA-KEBILA,سطيف
648,1908,بئر العرش,"
 (036) 87 - 04 - 44

",BIR-EL-ARCH,سطيف
649,1909,بني شبانة,"
 (036) 98 - 82 - 16

",BENI CHEBANA,سطيف
650,1910,أولاد تبان,"
 (036) 96 - 51 - 80

",OULED TEBBEN,سطيف
651,1911,الحامة,"
 (036) 75 - 01 - 97

",HAMMA,سطيف
